id_muestra,fecha_recepcion,dia_semana_recepcion,es_fin_de_semana,mes_recepcion,temporada_alta_demanda,tipo_muestra,subtipo_muestra,grupo_analitico,num_parametros_solicitados,prioridad_cliente,sector_cliente,sede_laboratorio,carga_laboratorio_dia,num_muestras_lote,analista_experiencia,reanalisis_requerido,plazo_comprometido_horas,tiempo_total_horas,fecha_informe_entregado,estado_entrega
LAB-2024-00495,2024-06-15 13:00,Sabado,1,6,0,Suelo,Agrícola,Hidrocarburos_HTP,3,Normal,Entidad_Publica,Medellin,10,3,Senior,0,96,97.29,2024-06-19 14:17,Retrasado
LAB-2024-00940,2024-06-16 09:00,Domingo,1,6,0,Agua,Residual/Vertimiento,DBO5_DQO,2,Normal,Consultoria_Ambiental,Bogota,5,2,Senior,0,144,137.67,2024-06-22 02:40,A tiempo
LAB-2024-01912,2024-06-16 09:00,Domingo,1,6,0,Agua,Subterránea,DBO5_DQO,1,Express,Industrial,Bogota,3,2,Junior,0,144,123.73,2024-06-21 12:44,A tiempo
LAB-2024-00992,2024-06-16 09:00,Domingo,1,6,0,Suelo,Sedimento,Hidrocarburos_HTP,2,Normal,Consultoria_Ambiental,Medellin,5,1,Semi-Senior,0,96,88.4,2024-06-20 01:24,A tiempo
LAB-2024-01675,2024-06-16 13:00,Domingo,1,6,0,Agua,Superficial,Fisicoquimico_Basico,3,Express,Minero_Energetico,Medellin,9,2,Senior,0,48,22.75,2024-06-17 11:44,A tiempo
LAB-2024-00987,2024-06-16 13:00,Domingo,1,6,0,Agua,Residual/Vertimiento,Microbiologico,1,Urgente,Entidad_Publica,Bogota,8,3,Semi-Senior,1,72,76.14,2024-06-19 17:08,Retrasado
LAB-2024-01814,2024-06-16 14:00,Domingo,1,6,0,Agua,Superficial,Fisicoquimico_Basico,5,Normal,Entidad_Publica,Medellin,5,1,Junior,0,96,42.38,2024-06-18 08:22,A tiempo
LAB-2024-00267,2024-06-17 10:00,Lunes,0,6,0,Suelo,Contaminado/Industrial,Microbiologico,3,Normal,Agricola,Bogota,6,1,Senior,0,96,31.53,2024-06-18 17:31,A tiempo
LAB-2024-00056,2024-06-17 11:00,Lunes,0,6,0,Agua,Subterránea,DBO5_DQO,1,Normal,Agricola,Bogota,6,1,Senior,0,144,125.37,2024-06-22 16:22,A tiempo
LAB-2024-01969,2024-06-17 11:00,Lunes,0,6,0,Suelo,Contaminado/Industrial,Microbiologico,1,Urgente,Minero_Energetico,Bogota,3,2,Junior,1,72,61.97,2024-06-20 00:58,A tiempo
LAB-2024-01770,2024-06-17 11:00,Lunes,0,6,0,Suelo,Agrícola,Microbiologico,4,Normal,Entidad_Publica,Cali,1,1,Semi-Senior,0,96,49.58,2024-06-19 12:34,A tiempo
LAB-2024-01705,2024-06-18 07:00,Martes,0,6,0,Agua,Superficial,Fisicoquimico_Basico,5,Normal,Agricola,Barranquilla,7,2,Semi-Senior,0,96,25.48,2024-06-19 08:28,A tiempo
LAB-2024-01347,2024-06-18 11:00,Martes,0,6,0,Agua,Superficial,Plaguicidas_Cromatografia,6,Urgente,Minero_Energetico,Bogota,10,1,Semi-Senior,0,72,76.4,2024-06-21 15:24,Retrasado
LAB-2024-00242,2024-06-19 07:00,Miercoles,0,6,0,Suelo,Sedimento,Hidrocarburos_HTP,2,Normal,Minero_Energetico,Bogota,4,1,Semi-Senior,0,96,88.67,2024-06-22 23:39,A tiempo
LAB-2024-01515,2024-06-19 10:00,Miercoles,0,6,0,Agua,Superficial,Metales_Pesados_ICP,11,Normal,Minero_Energetico,Cali,11,1,Semi-Senior,0,96,88.48,2024-06-23 02:28,A tiempo
LAB-2024-00071,2024-06-19 15:00,Miercoles,0,6,0,Suelo,Agrícola,Microbiologico,1,Express,Agricola,Bogota,1,1,Senior,0,48,16.89,2024-06-20 07:53,A tiempo
LAB-2024-01055,2024-06-20 13:00,Jueves,0,6,0,Agua,Superficial,Metales_Pesados_ICP,5,Express,Consultoria_Ambiental,Cali,2,3,Semi-Senior,0,48,55.08,2024-06-22 20:04,Retrasado
LAB-2024-00013,2024-06-21 07:00,Viernes,0,6,0,Suelo,Relleno Sanitario,Microbiologico,2,Urgente,Industrial,Bogota,4,1,Senior,0,72,31.36,2024-06-22 14:21,A tiempo
LAB-2024-01148,2024-06-21 09:00,Viernes,0,6,0,Suelo,Contaminado/Industrial,Textura_Fertilidad_Suelo,7,Urgente,Agricola,Bogota,3,1,Senior,0,72,42.82,2024-06-23 03:49,A tiempo
LAB-2024-01877,2024-06-21 12:00,Viernes,0,6,0,Agua,Subterránea,Fisicoquimico_Basico,7,Normal,Industrial,Bogota,4,2,Senior,0,96,24.57,2024-06-22 12:34,A tiempo
LAB-2024-01144,2024-06-21 14:00,Viernes,0,6,0,Suelo,Agrícola,Microbiologico,4,Normal,Agricola,Bogota,5,4,Junior,0,96,61.24,2024-06-24 03:14,A tiempo
LAB-2024-00973,2024-06-21 14:00,Viernes,0,6,0,Agua,Subterránea,Plaguicidas_Cromatografia,8,Normal,Minero_Energetico,Medellin,5,1,Semi-Senior,1,96,142.15,2024-06-27 12:09,Retrasado
LAB-2024-01396,2024-06-22 08:00,Sabado,1,6,0,Agua,Superficial,Fisicoquimico_Basico,6,Express,Agricola,Bogota,6,1,Junior,0,48,20.05,2024-06-23 04:02,A tiempo
LAB-2024-00433,2024-06-22 14:00,Sabado,1,6,0,Suelo,Relleno Sanitario,Hidrocarburos_HTP,3,Urgente,Entidad_Publica,Bogota,6,3,Senior,0,72,73.75,2024-06-25 15:44,Retrasado
LAB-2024-01242,2024-06-22 15:00,Sabado,1,6,0,Agua,Superficial,Microbiologico,2,Urgente,Entidad_Publica,Barranquilla,1,1,Semi-Senior,0,72,38.0,2024-06-24 04:59,A tiempo
LAB-2024-01191,2024-06-24 07:00,Lunes,0,6,0,Suelo,Contaminado/Industrial,Microbiologico,4,Normal,Minero_Energetico,Cali,8,1,Senior,0,96,47.73,2024-06-26 06:43,A tiempo
LAB-2024-00808,2024-06-24 09:00,Lunes,0,6,0,Agua,Residual/Vertimiento,Plaguicidas_Cromatografia,8,Normal,Consultoria_Ambiental,Bogota,9,1,Semi-Senior,0,96,114.39,2024-06-29 03:23,Retrasado
LAB-2024-00112,2024-06-24 09:00,Lunes,0,6,0,Agua,Superficial,Metales_Pesados_ICP,12,Normal,Consultoria_Ambiental,Medellin,6,1,Senior,0,96,80.06,2024-06-27 17:03,A tiempo
LAB-2024-01112,2024-06-24 11:00,Lunes,0,6,0,Agua,Subterránea,Fisicoquimico_Basico,5,Normal,Consultoria_Ambiental,Barranquilla,7,4,Junior,0,96,44.71,2024-06-26 07:42,A tiempo
LAB-2024-01087,2024-06-24 15:00,Lunes,0,6,0,Agua,Subterránea,Fisicoquimico_Basico,8,Urgente,Entidad_Publica,Cali,5,2,Senior,0,72,7.75,2024-06-24 22:45,A tiempo
LAB-2024-00301,2024-06-25 07:00,Martes,0,6,0,Suelo,Sedimento,Metales_Pesados_ICP,10,Normal,Industrial,Bogota,1,1,Semi-Senior,0,96,72.9,2024-06-28 07:53,A tiempo
LAB-2024-02191,2024-06-25 07:00,Martes,0,6,0,Suelo,Agrícola,Metales_Pesados_ICP,8,Urgente,Minero_Energetico,Medellin,5,1,Senior,0,72,47.93,2024-06-27 06:55,A tiempo
LAB-2024-01230,2024-06-25 09:00,Martes,0,6,0,Suelo,Agrícola,Microbiologico,1,Express,Consultoria_Ambiental,Bogota,6,1,Semi-Senior,0,48,22.74,2024-06-26 07:44,A tiempo
LAB-2024-01528,2024-06-26 09:00,Miercoles,0,6,0,Agua,Residual/Vertimiento,Plaguicidas_Cromatografia,7,Normal,Minero_Energetico,Barranquilla,5,4,Semi-Senior,1,96,131.69,2024-07-01 20:41,Retrasado
LAB-2024-01679,2024-06-26 11:00,Miercoles,0,6,0,Suelo,Contaminado/Industrial,Textura_Fertilidad_Suelo,8,Normal,Entidad_Publica,Bogota,9,2,Senior,0,96,59.12,2024-06-28 22:07,A tiempo
LAB-2024-01295,2024-06-26 13:00,Miercoles,0,6,0,Suelo,Relleno Sanitario,Metales_Pesados_ICP,3,Normal,Consultoria_Ambiental,Bogota,3,1,Junior,0,96,64.59,2024-06-29 05:35,A tiempo
LAB-2024-01460,2024-06-26 16:00,Miercoles,0,6,0,Agua,Residual/Vertimiento,Fisicoquimico_Basico,5,Normal,Consultoria_Ambiental,Bogota,1,3,Junior,0,96,28.79,2024-06-27 20:47,A tiempo
LAB-2024-02122,2024-06-28 09:00,Viernes,0,6,0,Suelo,Sedimento,Microbiologico,4,Urgente,Industrial,Bogota,13,1,Junior,0,72,37.7,2024-06-29 22:41,A tiempo
LAB-2024-01682,2024-06-28 13:00,Viernes,0,6,0,Suelo,Relleno Sanitario,Hidrocarburos_HTP,1,Urgente,Consultoria_Ambiental,Cali,7,1,Semi-Senior,0,72,66.03,2024-07-01 07:01,A tiempo
LAB-2024-01202,2024-06-28 16:00,Viernes,0,6,0,Suelo,Agrícola,Hidrocarburos_HTP,3,Express,Minero_Energetico,Cali,7,1,Senior,0,48,44.59,2024-06-30 12:35,A tiempo
LAB-2024-01474,2024-06-29 08:00,Sabado,1,6,0,Agua,Residual/Vertimiento,DBO5_DQO,2,Express,Entidad_Publica,Medellin,7,3,Semi-Senior,0,144,121.97,2024-07-04 09:58,A tiempo
LAB-2024-01889,2024-06-30 07:00,Domingo,1,6,0,Agua,Subterránea,DBO5_DQO,1,Normal,Industrial,Bogota,12,5,Senior,0,144,155.62,2024-07-06 18:37,Retrasado
LAB-2024-01196,2024-06-30 09:00,Domingo,1,6,0,Agua,Subterránea,DBO5_DQO,1,Urgente,Agricola,Bogota,6,1,Junior,0,144,139.14,2024-07-06 04:08,A tiempo
LAB-2024-00792,2024-06-30 11:00,Domingo,1,6,0,Suelo,Agrícola,Microbiologico,1,Express,Consultoria_Ambiental,Barranquilla,3,3,Junior,0,48,40.87,2024-07-02 03:52,A tiempo
LAB-2024-00994,2024-06-30 14:00,Domingo,1,6,0,Suelo,Agrícola,Microbiologico,1,Urgente,Agricola,Bogota,6,1,Junior,0,72,48.08,2024-07-02 14:04,A tiempo
LAB-2024-00490,2024-07-01 07:00,Lunes,0,7,1,Agua,Superficial,Plaguicidas_Cromatografia,10,Normal,Entidad_Publica,Barranquilla,8,2,Senior,0,96,106.38,2024-07-05 17:22,Retrasado
LAB-2024-01143,2024-07-01 13:00,Lunes,0,7,1,Agua,Residual/Vertimiento,Metales_Pesados_ICP,12,Urgente,Industrial,Medellin,9,1,Semi-Senior,0,72,70.62,2024-07-04 11:37,A tiempo
LAB-2024-00019,2024-07-01 14:00,Lunes,0,7,1,Agua,Superficial,DBO5_DQO,2,Normal,Industrial,Cali,3,1,Semi-Senior,0,144,131.21,2024-07-07 01:12,A tiempo
LAB-2024-02153,2024-07-01 16:00,Lunes,0,7,1,Agua,Superficial,DBO5_DQO,2,Urgente,Industrial,Medellin,10,4,Semi-Senior,0,144,121.56,2024-07-06 17:33,A tiempo
LAB-2024-00376,2024-07-02 08:00,Martes,0,7,1,Agua,Potable,Microbiologico,3,Normal,Entidad_Publica,Barranquilla,12,4,Semi-Senior,0,96,42.37,2024-07-04 02:22,A tiempo
LAB-2024-00706,2024-07-02 12:00,Martes,0,7,1,Suelo,Agrícola,Textura_Fertilidad_Suelo,9,Normal,Industrial,Cali,16,3,Semi-Senior,0,96,95.48,2024-07-06 11:28,A tiempo
LAB-2024-01279,2024-07-02 13:00,Martes,0,7,1,Suelo,Contaminado/Industrial,Metales_Pesados_ICP,12,Normal,Entidad_Publica,Bogota,9,1,Senior,0,96,71.58,2024-07-05 12:34,A tiempo
LAB-2024-00451,2024-07-02 15:00,Martes,0,7,1,Agua,Subterránea,Fisicoquimico_Basico,3,Normal,Entidad_Publica,Medellin,14,2,Semi-Senior,0,96,32.02,2024-07-03 23:01,A tiempo
LAB-2024-01844,2024-07-02 16:00,Martes,0,7,1,Agua,Subterránea,Plaguicidas_Cromatografia,9,Normal,Minero_Energetico,Bogota,11,1,Junior,0,96,107.05,2024-07-07 03:03,Retrasado
LAB-2024-02100,2024-07-02 16:00,Martes,0,7,1,Agua,Superficial,Microbiologico,3,Normal,Industrial,Bogota,7,1,Junior,0,96,46.95,2024-07-04 14:57,A tiempo
LAB-2024-02131,2024-07-03 08:00,Miercoles,0,7,1,Suelo,Contaminado/Industrial,Hidrocarburos_HTP,3,Urgente,Entidad_Publica,Medellin,9,3,Semi-Senior,0,72,89.15,2024-07-07 01:09,Retrasado
LAB-2024-01180,2024-07-03 12:00,Miercoles,0,7,1,Agua,Superficial,DBO5_DQO,1,Express,Minero_Energetico,Bogota,10,2,Senior,0,144,121.67,2024-07-08 13:40,A tiempo
LAB-2024-01904,2024-07-03 14:00,Miercoles,0,7,1,Suelo,Relleno Sanitario,Metales_Pesados_ICP,4,Normal,Consultoria_Ambiental,Bogota,16,1,Semi-Senior,0,96,82.54,2024-07-07 00:32,A tiempo
LAB-2024-01590,2024-07-03 15:00,Miercoles,0,7,1,Agua,Superficial,Plaguicidas_Cromatografia,6,Express,Industrial,Bogota,10,3,Semi-Senior,1,48,90.21,2024-07-07 09:12,Retrasado
LAB-2024-01159,2024-07-04 08:00,Jueves,0,7,1,Suelo,Contaminado/Industrial,Metales_Pesados_ICP,6,Normal,Agricola,Cali,18,5,Senior,0,96,74.16,2024-07-07 10:09,A tiempo
LAB-2024-01083,2024-07-04 09:00,Jueves,0,7,1,Suelo,Relleno Sanitario,Textura_Fertilidad_Suelo,8,Normal,Entidad_Publica,Cali,10,1,Junior,0,96,69.27,2024-07-07 06:16,A tiempo
LAB-2024-00213,2024-07-04 11:00,Jueves,0,7,1,Agua,Residual/Vertimiento,Fisicoquimico_Basico,5,Normal,Consultoria_Ambiental,Medellin,14,1,Semi-Senior,0,96,30.73,2024-07-05 17:44,A tiempo
LAB-2024-00643,2024-07-04 14:00,Jueves,0,7,1,Agua,Subterránea,DBO5_DQO,2,Normal,Entidad_Publica,Medellin,6,3,Junior,0,144,160.48,2024-07-11 06:28,Retrasado
LAB-2024-01908,2024-07-04 15:00,Jueves,0,7,1,Suelo,Relleno Sanitario,Microbiologico,2,Normal,Minero_Energetico,Barranquilla,12,4,Semi-Senior,0,96,48.36,2024-07-06 15:21,A tiempo
LAB-2024-02042,2024-07-05 08:00,Viernes,0,7,1,Agua,Subterránea,Metales_Pesados_ICP,5,Urgente,Industrial,Cali,12,5,Semi-Senior,0,72,73.09,2024-07-08 09:05,Retrasado
LAB-2024-01370,2024-07-05 12:00,Viernes,0,7,1,Agua,Superficial,Microbiologico,4,Normal,Minero_Energetico,Medellin,16,3,Semi-Senior,0,96,51.87,2024-07-07 15:52,A tiempo
LAB-2024-00221,2024-07-05 13:00,Viernes,0,7,1,Agua,Subterránea,Fisicoquimico_Basico,3,Normal,Entidad_Publica,Medellin,8,1,Semi-Senior,0,96,20.73,2024-07-06 09:43,A tiempo
LAB-2024-02081,2024-07-05 14:00,Viernes,0,7,1,Agua,Residual/Vertimiento,DBO5_DQO,2,Normal,Agricola,Medellin,11,1,Senior,0,144,129.68,2024-07-10 23:40,A tiempo
LAB-2024-01503,2024-07-05 14:00,Viernes,0,7,1,Agua,Potable,Fisicoquimico_Basico,3,Normal,Agricola,Bogota,14,4,Senior,0,96,23.58,2024-07-06 13:34,A tiempo
LAB-2024-00054,2024-07-05 15:00,Viernes,0,7,1,Suelo,Sedimento,Metales_Pesados_ICP,11,Express,Consultoria_Ambiental,Medellin,9,3,Junior,0,48,66.36,2024-07-08 09:21,Retrasado
LAB-2024-00397,2024-07-06 07:00,Sabado,1,7,1,Suelo,Contaminado/Industrial,Hidrocarburos_HTP,2,Urgente,Industrial,Bogota,16,4,Senior,0,72,90.68,2024-07-10 01:40,Retrasado
LAB-2024-00567,2024-07-06 10:00,Sabado,1,7,1,Agua,Superficial,Fisicoquimico_Basico,7,Normal,Industrial,Bogota,17,1,Senior,0,96,36.96,2024-07-07 22:57,A tiempo
LAB-2024-00261,2024-07-06 11:00,Sabado,1,7,1,Suelo,Contaminado/Industrial,Microbiologico,1,Normal,Minero_Energetico,Cali,9,1,Junior,0,96,53.41,2024-07-08 16:24,A tiempo
LAB-2024-02062,2024-07-06 15:00,Sabado,1,7,1,Agua,Superficial,Fisicoquimico_Basico,3,Urgente,Entidad_Publica,Bogota,13,1,Semi-Senior,0,72,32.62,2024-07-07 23:37,A tiempo
LAB-2024-01293,2024-07-06 15:00,Sabado,1,7,1,Agua,Residual/Vertimiento,Plaguicidas_Cromatografia,5,Normal,Entidad_Publica,Cali,16,1,Junior,0,96,143.08,2024-07-12 14:04,Retrasado
LAB-2024-00327,2024-07-07 07:00,Domingo,1,7,1,Suelo,Contaminado/Industrial,Textura_Fertilidad_Suelo,9,Urgente,Consultoria_Ambiental,Bogota,12,1,Senior,0,72,58.59,2024-07-09 17:35,A tiempo
LAB-2024-01056,2024-07-07 08:00,Domingo,1,7,1,Agua,Superficial,Microbiologico,3,Normal,Consultoria_Ambiental,Medellin,13,1,Semi-Senior,1,96,95.22,2024-07-11 07:13,A tiempo
LAB-2024-01213,2024-07-08 07:00,Lunes,0,7,1,Agua,Subterránea,Plaguicidas_Cromatografia,10,Normal,Entidad_Publica,Bogota,16,3,Semi-Senior,0,96,139.02,2024-07-14 02:01,Retrasado
LAB-2024-01100,2024-07-08 07:00,Lunes,0,7,1,Agua,Superficial,DBO5_DQO,1,Normal,Consultoria_Ambiental,Medellin,17,1,Junior,0,144,174.86,2024-07-15 13:51,Retrasado
LAB-2024-02054,2024-07-08 08:00,Lunes,0,7,1,Suelo,Sedimento,Metales_Pesados_ICP,8,Express,Minero_Energetico,Medellin,13,1,Semi-Senior,0,48,46.64,2024-07-10 06:38,A tiempo
LAB-2024-02160,2024-07-08 10:00,Lunes,0,7,1,Agua,Subterránea,Plaguicidas_Cromatografia,4,Normal,Agricola,Cali,12,3,Semi-Senior,0,96,104.29,2024-07-12 18:17,Retrasado
LAB-2024-00778,2024-07-08 12:00,Lunes,0,7,1,Agua,Superficial,Microbiologico,2,Normal,Minero_Energetico,Medellin,9,1,Semi-Senior,0,96,50.96,2024-07-10 14:57,A tiempo
LAB-2024-01797,2024-07-08 13:00,Lunes,0,7,1,Suelo,Sedimento,Microbiologico,2,Urgente,Consultoria_Ambiental,Medellin,14,1,Semi-Senior,0,72,36.55,2024-07-10 01:32,A tiempo
LAB-2024-01518,2024-07-08 15:00,Lunes,0,7,1,Suelo,Agrícola,Microbiologico,1,Express,Consultoria_Ambiental,Cali,9,1,Senior,0,48,20.83,2024-07-09 11:49,A tiempo
LAB-2024-00898,2024-07-08 15:00,Lunes,0,7,1,Agua,Subterránea,Plaguicidas_Cromatografia,10,Normal,Consultoria_Ambiental,Barranquilla,11,3,Junior,0,96,150.3,2024-07-14 21:18,Retrasado
LAB-2024-00961,2024-07-09 13:00,Martes,0,7,1,Agua,Residual/Vertimiento,DBO5_DQO,2,Normal,Minero_Energetico,Medellin,9,2,Junior,0,144,162.56,2024-07-16 07:33,Retrasado
LAB-2024-00377,2024-07-09 14:00,Martes,0,7,1,Agua,Subterránea,Microbiologico,3,Normal,Entidad_Publica,Medellin,9,1,Semi-Senior,0,96,41.04,2024-07-11 07:02,A tiempo
LAB-2024-00402,2024-07-10 14:00,Miercoles,0,7,1,Suelo,Contaminado/Industrial,Microbiologico,4,Normal,Consultoria_Ambiental,Cali,7,1,Semi-Senior,0,96,46.34,2024-07-12 12:20,A tiempo
LAB-2024-00662,2024-07-10 16:00,Miercoles,0,7,1,Agua,Residual/Vertimiento,DBO5_DQO,1,Normal,Consultoria_Ambiental,Cali,11,4,Senior,0,144,142.6,2024-07-16 14:36,A tiempo
LAB-2024-00563,2024-07-10 16:00,Miercoles,0,7,1,Agua,Residual/Vertimiento,Microbiologico,2,Urgente,Consultoria_Ambiental,Medellin,9,3,Junior,1,72,63.68,2024-07-13 07:40,A tiempo
LAB-2024-02084,2024-07-11 10:00,Jueves,0,7,1,Agua,Superficial,Fisicoquimico_Basico,4,Urgente,Minero_Energetico,Bogota,11,1,Senior,0,72,19.41,2024-07-12 05:24,A tiempo
LAB-2024-00870,2024-07-11 11:00,Jueves,0,7,1,Agua,Superficial,Microbiologico,4,Normal,Agricola,Medellin,12,1,Semi-Senior,0,96,40.78,2024-07-13 03:47,A tiempo
LAB-2024-01034,2024-07-11 15:00,Jueves,0,7,1,Suelo,Agrícola,Metales_Pesados_ICP,5,Urgente,Minero_Energetico,Bogota,17,2,Junior,0,72,74.93,2024-07-14 17:56,Retrasado
LAB-2024-00486,2024-07-12 13:00,Viernes,0,7,1,Suelo,Agrícola,Metales_Pesados_ICP,3,Normal,Agricola,Bogota,7,1,Semi-Senior,0,96,70.96,2024-07-15 11:57,A tiempo
LAB-2024-00768,2024-07-13 07:00,Sabado,1,7,1,Agua,Potable,DBO5_DQO,1,Normal,Consultoria_Ambiental,Bogota,15,3,Semi-Senior,0,144,180.27,2024-07-20 19:16,Retrasado
LAB-2024-00969,2024-07-13 10:00,Sabado,1,7,1,Suelo,Relleno Sanitario,Textura_Fertilidad_Suelo,3,Urgente,Minero_Energetico,Cali,12,1,Junior,0,72,67.33,2024-07-16 05:20,A tiempo
LAB-2024-02096,2024-07-13 11:00,Sabado,1,7,1,Suelo,Agrícola,Metales_Pesados_ICP,6,Urgente,Industrial,Bogota,13,1,Semi-Senior,0,72,83.2,2024-07-16 22:11,Retrasado
LAB-2024-00509,2024-07-13 12:00,Sabado,1,7,1,Suelo,Contaminado/Industrial,Microbiologico,2,Normal,Consultoria_Ambiental,Bogota,9,2,Semi-Senior,0,96,49.99,2024-07-15 13:59,A tiempo
LAB-2024-00520,2024-07-13 14:00,Sabado,1,7,1,Agua,Superficial,DBO5_DQO,2,Normal,Agricola,Cali,16,8,Semi-Senior,0,144,215.76,2024-07-22 13:45,Retrasado
LAB-2024-01622,2024-07-13 15:00,Sabado,1,7,1,Agua,Subterránea,Microbiologico,1,Normal,Minero_Energetico,Medellin,8,5,Semi-Senior,0,96,36.31,2024-07-15 03:18,A tiempo
LAB-2024-00788,2024-07-14 07:00,Domingo,1,7,1,Suelo,Relleno Sanitario,Hidrocarburos_HTP,3,Normal,Agricola,Bogota,2,2,Junior,0,96,101.2,2024-07-18 12:12,Retrasado
LAB-2024-01382,2024-07-14 09:00,Domingo,1,7,1,Suelo,Sedimento,Microbiologico,1,Normal,Industrial,Medellin,15,3,Junior,0,96,64.4,2024-07-17 01:24,A tiempo
LAB-2024-01018,2024-07-14 10:00,Domingo,1,7,1,Agua,Residual/Vertimiento,DBO5_DQO,2,Normal,Entidad_Publica,Bogota,16,1,Junior,0,144,196.3,2024-07-22 14:18,Retrasado
LAB-2024-00777,2024-07-14 14:00,Domingo,1,7,1,Agua,Superficial,Plaguicidas_Cromatografia,6,Express,Entidad_Publica,Bogota,11,8,Junior,0,48,87.33,2024-07-18 05:19,Retrasado
LAB-2024-01537,2024-07-15 09:00,Lunes,0,7,1,Suelo,Sedimento,Metales_Pesados_ICP,7,Urgente,Industrial,Cali,14,1,Semi-Senior,0,72,62.0,2024-07-17 22:59,A tiempo
LAB-2024-01113,2024-07-15 10:00,Lunes,0,7,1,Suelo,Agrícola,Textura_Fertilidad_Suelo,5,Normal,Minero_Energetico,Medellin,9,1,Junior,0,96,81.56,2024-07-18 19:33,A tiempo
LAB-2024-00568,2024-07-16 07:00,Martes,0,7,1,Suelo,Contaminado/Industrial,Microbiologico,2,Normal,Consultoria_Ambiental,Medellin,16,1,Senior,0,96,40.89,2024-07-17 23:53,A tiempo
LAB-2024-00030,2024-07-16 15:00,Martes,0,7,1,Agua,Superficial,Plaguicidas_Cromatografia,2,Express,Entidad_Publica,Bogota,11,1,Semi-Senior,0,48,53.83,2024-07-18 20:49,Retrasado
LAB-2024-00406,2024-07-17 09:00,Miercoles,0,7,1,Suelo,Agrícola,Textura_Fertilidad_Suelo,8,Urgente,Entidad_Publica,Bogota,12,1,Junior,0,72,69.63,2024-07-20 06:37,A tiempo
LAB-2024-00287,2024-07-18 07:00,Jueves,0,7,1,Agua,Potable,Fisicoquimico_Basico,4,Normal,Agricola,Bogota,13,2,Semi-Senior,0,96,30.13,2024-07-19 13:07,A tiempo
LAB-2024-02116,2024-07-18 10:00,Jueves,0,7,1,Agua,Subterránea,Metales_Pesados_ICP,7,Normal,Agricola,Bogota,21,1,Junior,0,96,96.1,2024-07-22 10:06,Retrasado
LAB-2024-01781,2024-07-18 12:00,Jueves,0,7,1,Agua,Residual/Vertimiento,Fisicoquimico_Basico,8,Normal,Minero_Energetico,Medellin,10,1,Semi-Senior,0,96,34.63,2024-07-19 22:37,A tiempo
LAB-2024-01987,2024-07-18 12:00,Jueves,0,7,1,Suelo,Sedimento,Hidrocarburos_HTP,1,Urgente,Agricola,Medellin,14,8,Semi-Senior,0,72,104.57,2024-07-22 20:34,Retrasado
LAB-2024-01116,2024-07-18 16:00,Jueves,0,7,1,Suelo,Contaminado/Industrial,Microbiologico,4,Normal,Consultoria_Ambiental,Cali,20,1,Senior,1,96,85.22,2024-07-22 05:13,A tiempo
LAB-2024-01061,2024-07-18 16:00,Jueves,0,7,1,Suelo,Agrícola,Microbiologico,2,Urgente,Consultoria_Ambiental,Bogota,10,3,Junior,1,72,75.22,2024-07-21 19:13,Retrasado
LAB-2024-01835,2024-07-19 07:00,Viernes,0,7,1,Agua,Residual/Vertimiento,Plaguicidas_Cromatografia,7,Normal,Consultoria_Ambiental,Cali,13,1,Junior,0,96,122.7,2024-07-24 09:42,Retrasado
LAB-2024-00731,2024-07-19 09:00,Viernes,0,7,1,Agua,Potable,Microbiologico,2,Urgente,Entidad_Publica,Bogota,15,5,Junior,0,72,41.94,2024-07-21 02:56,A tiempo
LAB-2024-00787,2024-07-19 10:00,Viernes,0,7,1,Agua,Subterránea,Microbiologico,2,Urgente,Consultoria_Ambiental,Cali,15,1,Semi-Senior,0,72,35.77,2024-07-20 21:46,A tiempo
LAB-2024-01513,2024-07-19 15:00,Viernes,0,7,1,Agua,Superficial,Fisicoquimico_Basico,8,Normal,Minero_Energetico,Bogota,20,3,Senior,0,96,44.67,2024-07-21 11:39,A tiempo
LAB-2024-01687,2024-07-20 08:00,Sabado,1,7,1,Agua,Residual/Vertimiento,Metales_Pesados_ICP,9,Normal,Industrial,Bogota,14,1,Semi-Senior,0,96,111.33,2024-07-24 23:19,Retrasado
LAB-2024-01957,2024-07-20 10:00,Sabado,1,7,1,Agua,Superficial,Metales_Pesados_ICP,11,Normal,Agricola,Bogota,5,1,Senior,0,96,105.62,2024-07-24 19:37,Retrasado
LAB-2024-01443,2024-07-20 10:00,Sabado,1,7,1,Agua,Superficial,Microbiologico,4,Normal,Industrial,Medellin,15,1,Semi-Senior,0,96,51.13,2024-07-22 13:07,A tiempo
LAB-2024-01127,2024-07-20 13:00,Sabado,1,7,1,Agua,Superficial,Microbiologico,4,Urgente,Minero_Energetico,Cali,8,3,Junior,0,72,42.97,2024-07-22 07:58,A tiempo
LAB-2024-01658,2024-07-20 15:00,Sabado,1,7,1,Suelo,Sedimento,Microbiologico,3,Urgente,Minero_Energetico,Bogota,11,1,Semi-Senior,0,72,42.2,2024-07-22 09:12,A tiempo
LAB-2024-01656,2024-07-20 16:00,Sabado,1,7,1,Agua,Residual/Vertimiento,Metales_Pesados_ICP,3,Express,Agricola,Bogota,8,3,Senior,0,48,51.93,2024-07-22 19:55,Retrasado
LAB-2024-00212,2024-07-21 09:00,Domingo,1,7,1,Suelo,Agrícola,Metales_Pesados_ICP,9,Normal,Industrial,Bogota,16,3,Junior,0,96,114.39,2024-07-26 03:23,Retrasado
